Label,Identifier.Xmin,Identifier.Ymin,Identifier.Xmax,Identifier.Ymax,Identifier.CentroidX,Identifier.CentroidY,Identifier.WeightedCentroidX,Identifier.WeightedCentroidY,Orientation.Orientation,Size.Area,Size.ConvexHullArea,Size.MajorAxisLength,Size.MinorAxisLength,Size.Perimeter,Shape.Circularity,Shape.Eccentricity,Shape.EquivalentDiameter,Shape.Extent,Shape.FractalDimension,Shape.MinorMajorAxisRatio,Shape.Solidity,Shape.HuMoments1,Shape.HuMoments2,Shape.HuMoments3,Shape.HuMoments4,Shape.HuMoments5,Shape.HuMoments6,Shape.HuMoments7,Shape.WeightedHuMoments1,Shape.WeightedHuMoments2,Shape.WeightedHuMoments3,Shape.WeightedHuMoments4,Shape.WeightedHuMoments5,Shape.WeightedHuMoments6,Shape.WeightedHuMoments7,Shape.FSD1,Shape.FSD2,Shape.FSD3,Shape.FSD4,Shape.FSD5,Shape.FSD6,Nucleus.Intensity.Min,Nucleus.Intensity.Max,Nucleus.Intensity.Mean,Nucleus.Intensity.Median,Nucleus.Intensity.MeanMedianDiff,Nucleus.Intensity.Std,Nucleus.Intensity.IQR,Nucleus.Intensity.MAD,Nucleus.Intensity.Skewness,Nucleus.Intensity.Kurtosis,Nucleus.Intensity.HistEnergy,Nucleus.Intensity.HistEntropy,Nucleus.Gradient.Mag.Mean,Nucleus.Gradient.Mag.Std,Nucleus.Gradient.Mag.Skewness,Nucleus.Gradient.Mag.Kurtosis,Nucleus.Gradient.Mag.HistEntropy,Nucleus.Gradient.Mag.HistEnergy,Nucleus.Gradient.Canny.Sum,Nucleus.Gradient.Canny.Mean,Nucleus.Haralick.ASM.Mean,Nucleus.Haralick.ASM.Range,Nucleus.Haralick.Contrast.Mean,Nucleus.Haralick.Contrast.Range,Nucleus.Haralick.Correlation.Mean,Nucleus.Haralick.Correlation.Range,Nucleus.Haralick.SumOfSquares.Mean,Nucleus.Haralick.SumOfSquares.Range,Nucleus.Haralick.IDM.Mean,Nucleus.Haralick.IDM.Range,Nucleus.Haralick.SumAverage.Mean,Nucleus.Haralick.SumAverage.Range,Nucleus.Haralick.SumVariance.Mean,Nucleus.Haralick.SumVariance.Range,Nucleus.Haralick.SumEntropy.Mean,Nucleus.Haralick.SumEntropy.Range,Nucleus.Haralick.Entropy.Mean,Nucleus.Haralick.Entropy.Range,Nucleus.Haralick.DifferenceVariance.Mean,Nucleus.Haralick.DifferenceVariance.Range,Nucleus.Haralick.DifferenceEntropy.Mean,Nucleus.Haralick.DifferenceEntropy.Range,Nucleus.Haralick.IMC1.Mean,Nucleus.Haralick.IMC1.Range,Nucleus.Haralick.IMC2.Mean,Nucleus.Haralick.IMC2.Range,Intensity.wholeNucleus,Intensity.part05,Intensity.part04,Intensity.part03,Intensity.part02,Intensity.part01,Intensity.distribution.part05,Intensity.distribution.part04,Intensity.distribution.part03,Intensity.distribution.part02,Intensity.distribution.part01
0,131.0,126.0,368.0,372.0,242.845203861559,238.0254955325049,245.47590461747149,234.54194436704302,-0.6771366678768189,38948.0,40390.0,277.4409675799561,187.5413942189442,799.7371567773473,0.7652449577206394,0.7369303864038086,222.68842311252985,0.6680388322870571,1.078164247260352,0.6759686424640815,0.9642980935875216,0.17995992258474072,0.004499641686261655,0.0008551662715312575,3.330977244741188e-05,1.890640085371089e-09,2.408811783231885e-07,5.294449056917878e-09,0.4858282785769221,0.031038346081671237,0.02231235234172964,0.000530302686716947,-1.8208657345694842e-06,-8.546146190885257e-05,1.0926394795991137e-07,0.257021,0.0013026,0.0075999,0.0401838,0.0460239,0.2781557,0.09420619159936905,0.9999998807907104,0.38803648948669434,0.3713768720626831,0.01665961742401123,0.1256200075149536,0.1659768745303154,0.08164557814598083,0.7446990348116926,0.5627487976359595,0.21081096201781918,1.7158057181547166,0.02293911948800087,0.01297205500304699,0.7975127117723999,0.5224231735793987,1.6636414720723072,0.21746362026440716,3699.0,0.09497278422512068,0.033268001659766976,0.005647074157359114,0.6173048778521266,0.38174744736224075,0.9905083577272074,0.005897212057518475,32.53112238375242,0.1031189135030246,0.766823274381435,0.08358135537366618,19.38717125738942,0.04376761510409111,129.50718465715735,0.7724027075849449,5.086334046112439,0.03829538307075797,5.743191389177504,0.37861130261612264,0.013761320759345008,0.0028445316363747888,1.226308506224409,0.30844036418246557,-0.6343472260810752,0.0893174909545037,0.9976440031657109,0.0018242988056904608,0.3880365,0.43498577541525635,0.3472723744959446,0.3625083604732422,0.37930789543983134,0.40237941979788816,0.22579610766158614,0.18026509116240583,0.18817391605852138,0.1968943612325258,0.20887052388496088
1,131.0,122.0,366.0,372.0,246.30633991652482,245.78872385571384,244.54406479921477,241.89903102240513,0.300553829339875,42887.0,43294.0,246.5495685324554,222.6856462654426,788.5067093990477,0.8668116621029708,0.4292022249450461,233.67803567099952,0.7299914893617021,1.0883671937391413,0.9032084200793425,0.9905991592368457,0.16085233694971343,0.00026630145843918644,3.133751973328108e-05,9.941792397755498e-08,1.4553308747968465e-13,1.6062821874200394e-09,-9.804894032822509e-14,0.5502188094896505,0.0019682496781320002,0.0012186851496009386,4.965623385222376e-05,4.359358156668994e-09,1.8250232854788173e-06,-1.1411008857976947e-08,0.4317755,0.0028413,0.0076915,0.0215009,0.0512395,0.2038825,0.04169139638543129,0.9999998807907104,0.31380414962768555,0.2956275939941406,0.018176555633544922,0.1258240044116974,0.15761170536279678,0.07780548930168152,1.1025198041466113,1.9933431556403178,0.2328349268523364,1.638722806940905,0.019291164353489876,0.011649700812995434,1.2267177590844536,2.243365320338242,1.6025675246160105,0.23878672543541604,2857.0,0.06661692354326486,0.030380507655445563,0.00801109024609959,0.5088647834195134,0.2574340425531913,0.9877095414884887,0.006258781953029313,20.71041864366869,0.0746952390784088,0.7893953644166255,0.0738494045523006,16.894357975167487,0.0361461954561868,82.33280979125526,0.5562149988667215,5.02618930040094,0.07008553456518118,5.56923481392239,0.34487080182437513,0.01466584857339067,0.0026715253989922604,1.1286769260012026,0.24571967284774499,-0.6415519628706386,0.08378232265173735,0.9975413244901499,0.0016114256699572005,0.31380415,0.37377489621392346,0.28143133099624207,0.29340361950448746,0.26008751626455257,0.2633271900816264,0.25391892780369746,0.19118657389990681,0.1993197864087274,0.1766869416163905,0.17888777027127775
2,147.0,160.0,353.0,339.0,245.095585143658,248.60231254379818,241.5129954449817,244.01045087607898,1.2899214912064112,28540.0,28803.0,207.62214542753034,175.8934984271805,639.4701294725885,0.8770478882571278,0.5313046830895679,190.62595994969192,0.7739870911753539,1.0234615305387076,0.847180815249669,0.9908690067006909,0.16215285139471597,0.0007101030379223185,7.291576964608806e-05,4.670263158466232e-07,8.895709718211577e-13,2.1462875283057323e-09,-2.57608471005723e-12,0.7205910933077678,0.011307718809527467,0.014072097716463176,0.0005746135268049142,-7.631311893759237e-08,5.98934124937779e-05,1.632183609062368e-06,0.4416024,0.0008403,0.0015925,0.0732221,0.0929541,0.1147337,0.01069696992635727,0.9999998807907104,0.22403715550899506,0.20283243060112,0.02120472490787506,0.14023429155349731,0.1871493998914957,0.09178672730922699,0.9855425381149658,1.3237425786597443,0.21728733667300323,1.659546350414375,0.025546440854668617,0.016166238114237785,0.9340271614554194,0.9482689035250287,1.8307730142756724,0.18387953027236753,2609.0,0.0914155571128241,0.030674356869694133,0.008007162128636024,0.7551105569979921,0.46685972520600894,0.980414105956668,0.012128859528575453,19.27856753508874,0.032089254395295086,0.7373705956594073,0.09214695827606023,12.134899528266912,0.034233546069806664,76.35915958335696,0.5687569391868124,4.899391452816982,0.043770539904152805,5.656951256246302,0.3995524495896374,0.0129067043750011,0.0027033188715350227,1.3231659443172683,0.3218146040574055,-0.5703944364801937,0.10029400557088908,0.9946961549301602,0.004044885340896975,0.22403716,0.23231547352941895,0.21707584894832327,0.22897039780351283,0.20593609912356362,0.22776288416782756,0.2089053886924283,0.1952014384205265,0.2058973912736187,0.18518422462188072,0.20481155699154582
3,173.0,155.0,326.0,346.0,251.48402732896315,254.4978303019112,253.84940433947688,255.38849189191143,-0.2631965282046605,21662.0,21940.0,188.84530654909506,147.39472222159898,566.2569260369921,0.8489485315863732,0.6251494307664678,166.0750282795493,0.7412654416042158,1.020511839282522,0.7805050859618798,0.9873290793072015,0.16557726071116474,0.001617048606030125,0.00013094013885828266,2.4133758788101743e-06,3.1604423021674646e-11,5.890646421157793e-08,-2.9012252350157437e-11,0.6987334512947422,0.02152434874702916,0.010005957451770419,0.0009233108565947494,-2.343845661829659e-06,-8.874752916821468e-05,-1.5434794953343885e-06,0.4293037,0.0023688,0.0017487,0.0357404,0.1184422,0.1381525,0.060936179012060165,0.9546472430229187,0.26340559124946594,0.2407628297805786,0.02264276146888733,0.11909271776676178,0.1493428312242031,0.07230295240879059,1.3175791990347412,2.4586695096874838,0.23985317911828927,1.612229625549501,0.021982701495289803,0.015410366468131542,1.730317474920969,4.16745536055141,1.5667740427568413,0.2538580051628941,1716.0,0.07921706213646017,0.03255019678808301,0.008092736473726343,0.7177619790247793,0.3881941592809319,0.9789300890349247,0.01153305971940366,17.04719496175803,0.12284240099543808,0.7527431032192072,0.07335027085243351,15.503435068795884,0.020537119734459708,67.47101786800735,0.8795637632627518,4.894126220718715,0.044875975573091864,5.576910390953692,0.33326669490964456,0.013357054610371101,0.0021777256191114515,1.2909989017703678,0.2620178802791382,-0.5847338566365896,0.0854346945255936,0.9952042988079886,0.003173532330070228,0.26340553,0.336444533113881,0.24018798750853904,0.19912346391092461,0.23713999439393524,0.16518668449232365,0.2855865242404029,0.20388041940227591,0.16902333774519,0.20129317046869394,0.1402165481434373
4,153.0,112.0,348.0,394.0,249.41883004499826,253.58599119814073,247.78759452372992,254.94684145886276,-0.27098913655976664,40446.0,40858.0,290.127227607678,178.57395744100378,790.080302527855,0.8142222620262414,0.7881351387629428,226.93048853417292,0.7355155482815058,1.0075390751139304,0.6155022364273885,0.989916295462333,0.1793478750609746,0.006527781286807418,6.392617838010002e-05,2.5936488905232492e-06,-3.10060596286974e-11,-2.041223168286161e-07,-1.2408752966491884e-11,0.737332729130332,0.0846252419107951,0.005361243723708694,0.00023397377211949177,-2.8591519626306747e-08,-3.776112900800261e-05,-2.6048518260441827e-07,0.4623941,0.0003877,0.0033484,0.0356818,0.1030728,0.1361559,0.04324374720454216,0.9887603521347046,0.26037469506263733,0.23278532922267914,0.02758936583995819,0.1286662220954895,0.14289411157369614,0.06859233230352402,1.6605411755208246,3.9304354473456167,0.256595372612529,1.5891371826989023,0.01841040886938572,0.013674269430339336,1.9557169509005399,5.280106971812023,1.4710234141376082,0.2822276939230385,2313.0,0.057187360925678686,0.03446252246865303,0.00942196079291599,0.5838848117923536,0.5168804346615894,0.9883597483129714,0.010326184978416642,25.086951130444625,0.05835991950684871,0.7893844856479245,0.09881019586482453,15.365972614903283,0.022108472412417868,99.76391970998607,0.7503201126888257,5.002439178198373,0.08530654504406776,5.579110769599488,0.4900143683331484,0.014477878133041777,0.004056709962875816,1.192488396823637,0.44626554261200013,-0.6402788108872257,0.11903568800378295,0.9974623617582404,0.0024087717482599302,0.2603747,0.33309822678178086,0.19513502798032745,0.22601202121529443,0.2413059746599099,0.28898775125352943,0.2593134395230196,0.15191055132860007,0.17594796334140467,0.1878541440195334,0.22497390178744228
5,109.0,142.0,386.0,356.0,247.1395508599043,245.96408774340267,246.34296999451593,246.54387512442315,-1.2808922069149702,42214.0,42973.0,282.26558788944016,192.78094692159885,805.7787873376899,0.8170238034572691,0.7304397386471475,231.83730101398731,0.7121360369783056,0.984478812505866,0.6829771505731995,0.9823377469573918,0.17298519981901678,0.0039611047927034255,0.00010357282674736519,3.178017393385934e-06,-3.3386881147122405e-11,-1.1608292941009373e-07,-4.700772932545667e-11,0.9463594243536473,0.12845953767794493,0.01872561249126466,0.0007859649845307083,-2.838456187902362e-06,-0.00024283977580452046,-1.017289319479334e-06,0.0026691,0.0062659,0.0091566,0.0085575,0.1853213,0.3023667,0.03791360557079315,0.9643714427947998,0.19577012956142426,0.16960212588310242,0.02616800367832184,0.11042315512895584,0.13352112099528313,0.0625995546579361,1.6306240518895978,4.315512110847868,0.27745560975170025,1.446774306767513,0.01804686337709427,0.014034384861588478,1.6691941368655243,3.944644121649813,1.4795711254501605,0.2759249214031499,2353.0,0.0557398019614346,0.04726784263504512,0.01292136726346313,0.5380759374039861,0.3726030363827666,0.9825697452448585,0.012108464994149748,15.43985193171124,0.12826714547254525,0.8046407756079331,0.09162804309859085,10.82448909653746,0.018836746367339785,61.221331789440896,0.6951019760595329,4.601937788184023,0.1121387995463925,5.1251462832297925,0.43237162999498846,0.015101322042569492,0.004205413140115712,1.1540547614220322,0.37586222037771866,-0.634725057441116,0.11400715716480625,0.9960200538892069,0.0030240815446475056,0.19577013,0.2391122972070407,0.14336134961840666,0.15584061946266767,0.2398165901454336,0.23934556033030752,0.23500524755900631,0.14089894100383762,0.15316386394323317,0.235697443394496,0.2352345040994269
6,177.0,160.0,323.0,342.0,258.27124107759613,247.77453373244302,256.06490253457974,249.75882299513907,0.10730902283440726,21715.0,21961.0,187.00751443302246,153.6520339997967,575.2619766708755,0.8245905611618568,0.5700130852135796,166.27807045405615,0.8172136083094987,1.0185528003375384,0.8216356142994876,0.9887983243021721,0.16860683285370648,0.0010695864705818252,0.0005436464742018658,1.2268972090043138e-05,-7.075421065996589e-10,-2.8101920629849874e-07,-7.095077669479918e-10,0.6256212914762096,0.01049180965021029,0.029337504676479692,0.0010371888011524353,-9.992092321390914e-07,-8.392973227185072e-05,5.633417815533813e-06,0.51567,0.0003273,0.0021303,0.0052834,0.1197866,0.1282644,0.028202258050441742,0.9999998807907104,0.27443984150886536,0.2511378824710846,0.02330195903778076,0.15236131846904755,0.20043998956680298,0.09941369295120239,0.9299381636742234,0.8286733461254712,0.1914218104684272,1.7880291085249411,0.02904265560209751,0.01849229261279106,0.9332518074563515,1.138418996222394,1.726059910980495,0.20216992692420477,2217.0,0.10209532581165093,0.022054430723832702,0.007440409843595012,1.0051822823902068,0.6369912369238665,0.9802484161623074,0.012528552003482685,25.45320039820669,0.11485354160672046,0.6926614779747003,0.10844114722198328,16.045534723502627,0.04051760800020432,100.80761931043655,1.0483820432057769,5.16837707191859,0.04063434094712637,6.090995357282082,0.42188999227013557,0.011661696607238784,0.0028868916136008567,1.4651824478364466,0.3469567861107199,-0.5547426174128463,0.09920918285834468,0.9953851708582887,0.0036265736116446456,0.27443984,0.2890590111868386,0.2819122349596933,0.249154411730911,0.2625498912657586,0.2516252165951638,0.21663707209737024,0.21128087624508768,0.18673032207475035,0.196769647449367,0.18858208213342462
7,137.0,101.0,358.0,393.0,243.17249515972895,246.13211923201033,238.7851104453011,246.3850110943459,-0.24305507973145526,49584.0,50063.0,295.32021574399226,214.81407999646785,855.6366517139589,0.8510844658933701,0.686220320628151,251.26143672706385,0.7683629827062542,0.9787417994352089,0.7273937527618708,0.9904320556099315,0.16809746943546183,0.0026798095015657204,5.6579466514659004e-05,1.889230378786641e-06,1.8043275866241665e-11,8.217770905602608e-08,7.480437529835964e-12,1.0346568027871044,0.12540763996739346,0.008097755465169628,0.0015282694123492783,-5.1540184335729165e-06,9.972200885293591e-05,-1.529877362292578e-06,0.4594153,0.0006809,0.0071573,0.0351847,0.1516358,0.0913976,0.024750960990786552,0.8821443915367126,0.17873403429985046,0.15791480243206024,0.020819231867790222,0.09851880371570587,0.1068771444261074,0.051463108509778976,1.8067274856681073,5.142184912922094,0.294841008783918,1.4230379864662939,0.014572550542652607,0.011525912210345268,2.1284309325069612,6.8584429185408275,1.298287338587474,0.3362137935997944,1851.0,0.03733059051306873,0.058803448900455045,0.016157579807934384,0.39051640283238154,0.2765714668321283,0.9833535435307498,0.011962159743151068,11.747250040312945,0.16940760414429334,0.8383078552902931,0.08516002420515423,9.988071645310592,0.0207135590166434,46.5984837584194,0.9542018834092119,4.37391157897193,0.13779020055629054,4.767421559289823,0.40249492325287495,0.01666811811656318,0.004452376406601814,1.0053607945916845,0.35992133148885663,-0.6551523961110859,0.1135504087642426,0.995546125976157,0.003412828134770174,0.17873403,0.22265626475736053,0.14125474560669857,0.15927873807361775,0.15959610450707581,0.19867204446026043,0.2525999998557551,0.1602512678399598,0.1806992013373864,0.18105924852102656,0.22539028244587206
8,147.0,140.0,356.0,363.0,254.52578498343544,246.483831246885,253.50427181457493,244.98798744356503,0.7997610856571645,34109.0,34691.0,234.43437651518823,186.5274585883976,712.967604155647,0.8432168130705258,0.6057580337083702,208.3960835317489,0.7318428562233141,1.0485832482536548,0.7956489204402712,0.9832233144043123,0.16445800540090483,0.0013655385709452402,3.401964552231555e-05,2.0931877174366622e-07,-9.895404935888117e-14,6.429241907964904e-11,-5.49734387847896e-13,0.7265155127723945,0.027311506106685292,0.0017734319171818754,1.862593365328157e-05,2.4634600287776124e-09,3.0392637004945507e-06,2.3218406521094393e-09,0.3019885,0.0025101,0.0052612,0.0112703,0.0343844,0.3025786,0.030086670070886612,0.9999998807907104,0.24354559183120728,0.22457893192768097,0.018966659903526306,0.10790034383535385,0.1324627548456192,0.06436669826507568,1.2050665967284742,2.5467321368210385,0.2764285676546122,1.478678374072117,0.020313318818807602,0.013080326840281487,1.466048618205563,3.4063617222718765,1.5275487757480644,0.258125778492594,2700.0,0.07915799349145387,0.03629945376779532,0.008782623302786528,0.5678168090808962,0.29060309380258587,0.9816233360418792,0.00947964579905558,15.456765258312721,0.06842001453640734,0.7789526413209777,0.07054401414125455,13.494655052263251,0.02635707312512814,61.25924422417,0.564283151948132,4.774221796535988,0.0669519682478219,5.363226971896068,0.325369666709034,0.014242802871144851,0.0024343665139870633,1.1826082732059051,0.24968106812134772,-0.6100031434577662,0.08409846116223307,0.9956748480159359,0.0027634631122067654,0.24354559,0.2953109613476738,0.209136481150376,0.20691792709363188,0.22820951926342165,0.24719630454959104,0.24883563317749946,0.17622308521863447,0.1743536818584304,0.1922944545095654,0.2082931452358702
9,103.0,134.0,408.0,371.0,252.37755742437554,262.1836862773225,248.6909484117119,256.4030938034029,1.233973288682991,55769.0,58368.0,311.42752222821036,240.40829915780438,976.541197284454,0.734888721252846,0.635676142467046,266.47194255743943,0.7715155288095732,0.9954026829348932,0.771955854889524,0.9554721765350878,0.1734647069890428,0.0019290608675935658,0.0005820722385081,2.4682219778783658e-05,2.84667367091528e-09,7.631041264984972e-07,8.055413462137398e-10,0.7680788419174309,0.03634682879401212,0.04556639866200675,0.005003492730462411,7.509550143507285e-05,0.0007369574271398791,8.271044259250937e-06,0.4350186,0.001136,0.0052101,0.0287088,0.0731922,0.1832846,0.012653114274144173,0.9999998807907104,0.23417460918426514,0.21316313743591309,0.02101147174835205,0.1138337180018425,0.13180865347385406,0.06371167302131653,1.250747261146615,2.6229092617631213,0.27194726185615514,1.5039291358654363,0.019260067492723465,0.012432094663381577,1.3880619914931436,2.811689112136496,1.5798984167904568,0.24692261635606913,4002.0,0.07176029693915975,0.038764545194066066,0.00973846590876995,0.5240933866341261,0.28477641315916286,0.9830640851698138,0.009227281888145478,15.475511813680306,0.026514118119898455,0.7917830721092014,0.07529267029492859,12.653344876951495,0.02443531469446114,61.377953868087104,0.3887937170642033,4.742594350812179,0.07419732140573476,5.302770803794346,0.34637548222369574,0.014655821109620874,0.0028624843085969347,1.1487076616510423,0.27138530685307893,-0.6193953373302465,0.08959668478829252,0.9958978242138239,0.0026871668184782482,0.2341746,0.2611230379014054,0.21352585250523462,0.22060118823439756,0.22230500977266254,0.23922257503599265,0.22573312586508235,0.18458677000078558,0.19070318800635389,0.1921760912202558,0.20680082490752225
