Label,Identifier.Xmin,Identifier.Ymin,Identifier.Xmax,Identifier.Ymax,Identifier.CentroidX,Identifier.CentroidY,Identifier.WeightedCentroidX,Identifier.WeightedCentroidY,Orientation.Orientation,Size.Area,Size.ConvexHullArea,Size.MajorAxisLength,Size.MinorAxisLength,Size.Perimeter,Shape.Circularity,Shape.Eccentricity,Shape.EquivalentDiameter,Shape.Extent,Shape.FractalDimension,Shape.MinorMajorAxisRatio,Shape.Solidity,Shape.HuMoments1,Shape.HuMoments2,Shape.HuMoments3,Shape.HuMoments4,Shape.HuMoments5,Shape.HuMoments6,Shape.HuMoments7,Shape.WeightedHuMoments1,Shape.WeightedHuMoments2,Shape.WeightedHuMoments3,Shape.WeightedHuMoments4,Shape.WeightedHuMoments5,Shape.WeightedHuMoments6,Shape.WeightedHuMoments7,Shape.FSD1,Shape.FSD2,Shape.FSD3,Shape.FSD4,Shape.FSD5,Shape.FSD6,Nucleus.Intensity.Min,Nucleus.Intensity.Max,Nucleus.Intensity.Mean,Nucleus.Intensity.Median,Nucleus.Intensity.MeanMedianDiff,Nucleus.Intensity.Std,Nucleus.Intensity.IQR,Nucleus.Intensity.MAD,Nucleus.Intensity.Skewness,Nucleus.Intensity.Kurtosis,Nucleus.Intensity.HistEnergy,Nucleus.Intensity.HistEntropy,Nucleus.Gradient.Mag.Mean,Nucleus.Gradient.Mag.Std,Nucleus.Gradient.Mag.Skewness,Nucleus.Gradient.Mag.Kurtosis,Nucleus.Gradient.Mag.HistEntropy,Nucleus.Gradient.Mag.HistEnergy,Nucleus.Gradient.Canny.Sum,Nucleus.Gradient.Canny.Mean,Nucleus.Haralick.ASM.Mean,Nucleus.Haralick.ASM.Range,Nucleus.Haralick.Contrast.Mean,Nucleus.Haralick.Contrast.Range,Nucleus.Haralick.Correlation.Mean,Nucleus.Haralick.Correlation.Range,Nucleus.Haralick.SumOfSquares.Mean,Nucleus.Haralick.SumOfSquares.Range,Nucleus.Haralick.IDM.Mean,Nucleus.Haralick.IDM.Range,Nucleus.Haralick.SumAverage.Mean,Nucleus.Haralick.SumAverage.Range,Nucleus.Haralick.SumVariance.Mean,Nucleus.Haralick.SumVariance.Range,Nucleus.Haralick.SumEntropy.Mean,Nucleus.Haralick.SumEntropy.Range,Nucleus.Haralick.Entropy.Mean,Nucleus.Haralick.Entropy.Range,Nucleus.Haralick.DifferenceVariance.Mean,Nucleus.Haralick.DifferenceVariance.Range,Nucleus.Haralick.DifferenceEntropy.Mean,Nucleus.Haralick.DifferenceEntropy.Range,Nucleus.Haralick.IMC1.Mean,Nucleus.Haralick.IMC1.Range,Nucleus.Haralick.IMC2.Mean,Nucleus.Haralick.IMC2.Range,Intensity.distribution.part05,Intensity.distribution.part04,Intensity.distribution.part03,Intensity.distribution.part02,Intensity.distribution.part01
0,131.0,126.0,368.0,372.0,242.845203861559,238.0254955325049,245.68719689435508,237.42787477585063,-0.6771366678768189,38948.0,40390.0,277.4409675799561,187.5413942189442,799.7371567773473,0.7652449577206394,0.7369303864038086,222.68842311252985,0.6680388322870571,1.078164247260352,0.6759686424640815,0.9642980935875216,0.17995992258474072,0.004499641686261655,0.0008551662715312575,3.330977244741188e-05,1.890640085371089e-09,2.408811783231885e-07,5.294449056917878e-09,0.0091545018558846,1.1540619884010167e-05,1.1057422284183465e-07,1.5849020250903227e-09,6.485729564408224e-18,5.74733727335766e-13,1.9953610744947862e-17,0.257021,0.0013026,0.0075999,0.0401838,0.0460239,0.2781557,12.0,43.0,20.059746328437917,20.0,0.059746328437917384,3.8265918295034016,5.0,3.0,0.9123038048730715,1.2865984656478044,0.2307781710965107,1.632310531166328,1.489117269402793,1.5284792505228488,4.319203501522583,27.505956173604204,0.5162664502097091,0.7427170651606491,504.0,0.012940330697340043,0.27765473942736923,0.014310151880410571,0.1386286190752988,0.051567050613597315,0.9543607600606855,0.017104638388677706,1.5190622938789924,0.0043213725481807685,0.9442027913357622,0.01696309649418981,3.2381181260983536,0.013119748259497133,5.937620556440672,0.06885254080631498,2.056603341117179,0.07376022073887967,2.1640004569646645,0.10626377804689424,0.024318329298219015,0.0015516777706814922,0.5352022965469477,0.12013585288214118,-0.706048177930113,0.06265114076446476,0.9517909603416281,0.010450655318949065,20.13408218398976,21.297309705261224,19.524883960804537,18.818181818181817,17.129487179487178
1,131.0,122.0,366.0,372.0,246.30633991652482,245.78872385571384,247.17861799516388,245.794934078329,0.300553829339875,42887.0,43294.0,246.5495685324554,222.6856462654426,788.5067093990477,0.8668116621029708,0.4292022249450461,233.67803567099952,0.7299914893617021,1.0883671937391413,0.9032084200793425,0.9905991592368457,0.16085233694971343,0.00026630145843918644,3.133751973328108e-05,9.941792397755498e-08,1.4553308747968465e-13,1.6062821874200394e-09,-9.804894032822509e-14,0.0031701809284961037,1.0405720643882588e-07,3.610519737041113e-10,2.735205117358751e-11,1.3681796572681928e-21,-2.8640741287477544e-15,-2.348679993571197e-21,0.4317755,0.0028413,0.0076915,0.0215009,0.0512395,0.2038825,27.0,148.0,50.895189684519785,50.0,0.8951896845197851,11.690336803351316,15.0,7.0,0.8801320516951304,1.6205173639708699,0.2915436666475943,1.3876527436164536,4.276698688500942,4.176122562339681,3.531386390561201,19.20251161701699,0.6059049002036898,0.6914022191730596,3704.0,0.08636649800638889,0.1236925156461551,0.011474523928632532,0.6245715771605249,0.24707803822574848,0.965701090339379,0.013736856674733566,9.10908407410908,0.04646702999352925,0.849547537515133,0.042195916556768576,8.992173336728815,0.037841399206635984,35.8117647192758,0.4329461581998686,3.359762717648973,0.05706448501936068,3.7397204482510062,0.2118352814346296,0.017264275070188663,0.0023726441137059233,1.0465058678020924,0.22028966880435674,-0.5987182455257977,0.07681124381662052,0.9795314931604158,0.008408535872262979,50.08640776699029,53.09816155061975,52.54714335786891,48.36586314152411,42.071803852889666
2,147.0,160.0,353.0,339.0,245.095585143658,248.60231254379818,241.8948853250879,249.99240852255238,1.2899214912064112,28540.0,28803.0,207.62214542753034,175.8934984271805,639.4701294725885,0.8770478882571278,0.5313046830895679,190.62595994969192,0.7739870911753539,1.0234615305387076,0.847180815249669,0.9908690067006909,0.16215285139471597,0.0007101030379223185,7.291576964608806e-05,4.670263158466232e-07,8.895709718211577e-13,2.1462875283057323e-09,-2.57608471005723e-12,0.002458600646611872,1.496123012247257e-07,2.914758883237088e-10,2.626098354697789e-11,-2.1460301984157483e-21,-7.503949757865003e-15,-8.205846206890895e-22,0.4416024,0.0008403,0.0015925,0.0732221,0.0929541,0.1147337,26.0,254.0,60.6708829712684,59.0,1.670882971268398,16.81823726037364,21.0,10.0,1.1596920253505718,4.408092911826359,0.38272040519974915,1.1296441996595163,5.792445323283073,5.25810883981209,3.143786083523526,18.306228651332116,0.6975067114997613,0.6348027897260217,4025.0,0.1410301331464611,0.0848162025806686,0.010586220796597559,0.9001218259517529,0.46975752261454906,0.9651101393028508,0.0184566971071346,12.909698464140247,0.09436841858875766,0.7962182850761524,0.05840454251521909,11.374386995576266,0.058759710244499885,50.73867203060922,0.8472311969696875,3.868836690363155,0.052357273483621736,4.441319805149043,0.2823591042235343,0.014619668355944807,0.002564478825138246,1.2853369150461662,0.27500913585347897,-0.5562235075510775,0.08805858044891912,0.983934941763046,0.008856099706205711,51.0868045441305,63.803553553553556,66.7588877155931,68.31189710610933,71.96073298429319
3,173.0,155.0,326.0,346.0,251.48402732896315,254.4978303019112,248.42612721801868,251.0338840226189,-0.2631965282046605,21662.0,21940.0,188.84530654909506,147.39472222159898,566.2569260369921,0.8489485315863732,0.6251494307664678,166.0750282795493,0.7412654416042158,1.020511839282522,0.7805050859618798,0.9873290793072015,0.16557726071116474,0.001617048606030125,0.00013094013885828266,2.4133758788101743e-06,3.1604423021674646e-11,5.890646421157793e-08,-2.9012252350157437e-11,0.0026877454193194993,5.185763777113677e-07,5.732096032060759e-10,9.647258654863132e-12,6.855779085679015e-22,-4.3967063915287946e-15,2.113022275468194e-22,0.4293037,0.0023688,0.0017487,0.0357404,0.1184422,0.1381525,27.0,138.0,60.37092604560982,59.0,1.3709260456098207,12.610151008910437,16.0,8.0,0.5603321121933319,0.9386391681545438,0.24870824716284498,1.5660532585368454,4.936911716884547,4.952325415274343,4.370871848968432,27.015555360060436,0.7943496512662095,0.5791086362633627,2330.0,0.10756162865848029,0.10986423019545855,0.01230145090364404,0.8964755825547999,0.43684213333120026,0.9633285886253959,0.01818213207738273,12.232343819460933,0.10971669134675466,0.830610942725071,0.04757431432531545,10.852185871026581,0.06900253358522512,48.03289969528893,0.8757088987182442,3.5485718138866615,0.0701961800487716,3.9865348177324518,0.24151177253837464,0.016270935910225284,0.002429081398314133,1.130082698475808,0.23608537272090202,-0.572633300373495,0.082714940853302,0.9794593887095513,0.00941674268852044,56.14837554361729,63.784126461386464,62.60756556045486,62.298191612158526,57.63267670915411
4,153.0,112.0,348.0,394.0,249.41883004499826,253.58599119814073,251.06130370987944,243.05230330883745,-0.27098913655976664,40446.0,40858.0,290.127227607678,178.57395744100378,790.080302527855,0.8142222620262414,0.7881351387629428,226.93048853417292,0.7355155482815058,1.0075390751139304,0.6155022364273885,0.989916295462333,0.1793478750609746,0.006527781286807418,6.392617838010002e-05,2.5936488905232492e-06,-3.10060596286974e-11,-2.041223168286161e-07,-1.2408752966491884e-11,0.004727176850004294,4.747152796265831e-06,1.0563702596280192e-09,4.5876145543376854e-10,1.0737278637137804e-19,9.89488617202159e-13,-3.007750431790284e-19,0.4623941,0.0003877,0.0033484,0.0356818,0.1030728,0.1361559,11.0,115.0,35.94207090936063,35.0,0.9420709093606305,11.64364319889184,14.0,7.0,0.8869643302472465,1.6700151624448853,0.2657544025709541,1.5072653452145912,3.662420508578891,3.2382397018224602,2.470307873988827,9.949371197720113,0.9097622394701534,0.5131640329790765,2985.0,0.07380210651238689,0.1329927403402529,0.01315504061644815,0.38829593335987855,0.17413546433303267,0.9628050940574495,0.016834568175506326,5.221831566905225,0.023574273046625294,0.8699424613801744,0.03957058882704256,6.3947509000043325,0.03160732378057585,20.499030334261015,0.2684325565195209,3.297814190422036,0.08321751884231166,3.6324355463539972,0.20856418322735104,0.01847698498501164,0.0024712859943195158,0.9484001258118933,0.2049175774357852,-0.6285388489804463,0.07598403443460255,0.9822318678335016,0.007108415243442967,31.75476092615427,38.656655772458265,38.6458902408741,37.05458290422245,37.93016069221261
5,109.0,142.0,386.0,356.0,247.1395508599043,245.96408774340267,250.9374810382651,244.83827252654106,-1.2808922069149702,42214.0,42973.0,282.26558788944016,192.78094692159885,805.7787873376899,0.8170238034572691,0.7304397386471475,231.83730101398731,0.7121360369783056,0.984478812505866,0.6829771505731995,0.9823377469573918,0.17298519981901678,0.0039611047927034255,0.00010357282674736519,3.178017393385934e-06,-3.3386881147122405e-11,-1.1608292941009373e-07,-4.700772932545667e-11,0.00265299465913022,1.080530667549326e-06,2.519053766730169e-10,1.378729774905578e-11,8.051577780998209e-22,4.732409606279039e-15,-1.0917880603632196e-22,0.0026691,0.0062659,0.0091566,0.0085575,0.1853213,0.3023667,26.0,206.0,66.29078030984981,64.0,2.290780309849808,18.29872956940156,25.0,12.0,0.9793643749900572,1.778676762044932,0.2916297102350369,1.4112242896770086,6.012989271552807,5.557509064734272,2.8064620983049533,13.656552076861491,0.5753241213345147,0.7058932033399216,6074.0,0.1438859146254797,0.10860268723318578,0.008560907638893403,0.9147893216352938,0.43966199468487854,0.9730389647089742,0.013052968472274662,16.971414024706647,0.0654775468066191,0.8061893359480048,0.05181811974327899,11.449520117514362,0.05018411473882978,66.97086677719128,0.701572181911331,3.787216064615117,0.053415129108929094,4.343558895966805,0.2529594635500425,0.015044207713278681,0.0024225845794008122,1.2672029975526033,0.2624189522977787,-0.5796031682966579,0.07886468206517183,0.9858805751959736,0.006728112006827769,63.57678911743445,74.48075458929024,72.50789130176813,52.3254894206051,44.255319148936174
6,177.0,160.0,323.0,342.0,258.27124107759613,247.77453373244302,256.46433110292116,246.12222446924284,0.10730902283440726,21715.0,21961.0,187.00751443302246,153.6520339997967,575.2619766708755,0.8245905611618568,0.5700130852135796,166.27807045405615,0.8172136083094987,1.0185528003375384,0.8216356142994876,0.9887983243021721,0.16860683285370648,0.0010695864705818252,0.0005436464742018658,1.2268972090043138e-05,-7.075421065996589e-10,-2.8101920629849874e-07,-7.095077669479918e-10,0.002277723117545172,1.0051476845245439e-07,8.736501741939296e-10,4.881737997267983e-11,9.888882470809456e-22,-2.8684265710165212e-15,-1.0033007381685463e-20,0.51567,0.0003273,0.0021303,0.0052834,0.1197866,0.1282644,19.0,222.0,68.08662215058715,66.0,2.0866221505871465,20.630030559608645,24.0,12.0,1.112607182294166,3.1223918695085002,0.2896917125326635,1.4273157342643652,8.43426364239477,7.090838734268922,2.5565100423320457,11.155025766164458,0.985692453508908,0.4687230156811847,4334.0,0.19958553994934378,0.057250867386754146,0.008980170190597478,1.8332392871072365,1.1956312255445607,0.9410473676300278,0.03907020724939003,15.57176303056142,0.188277281876843,0.7125901529530254,0.0743650904586679,13.48791304228707,0.08701707387757018,60.45381283513846,1.94874035305196,4.209013784558297,0.03264665662491062,5.125654695927919,0.35410161114745975,0.011523176556383786,0.0024895426675596057,1.634493770866203,0.33720954412772475,-0.4682352088837236,0.10187492047351226,0.9783017324040281,0.01470448100002697,60.328873598369015,69.78777393310266,74.06774566473989,73.85785440613027,79.24217844727694
7,137.0,101.0,358.0,393.0,243.17249515972895,246.13211923201033,243.54633630328362,248.53508339056438,-0.24305507973145526,49584.0,50063.0,295.32021574399226,214.81407999646785,855.6366517139589,0.8510844658933701,0.686220320628151,251.26143672706385,0.7683629827062542,0.9787417994352089,0.7273937527618708,0.9904320556099315,0.16809746943546183,0.0026798095015657204,5.6579466514659004e-05,1.889230378786641e-06,1.8043275866241665e-11,8.217770905602608e-08,7.480437529835964e-12,0.0031516514455079934,1.037194571981885e-06,4.308480811441517e-10,2.9374653181235197e-11,2.3292544400131993e-21,-1.5441300687531982e-14,-2.344156737963661e-21,0.4594153,0.0006809,0.0071573,0.0351847,0.1516358,0.0913976,25.0,137.0,53.21127783155857,52.0,1.2112778315585686,12.662497074125564,18.0,9.0,0.734594990928738,0.8629755490263862,0.24904821457540607,1.5443348822625658,4.304102984144404,3.869194875502603,3.2121443850786444,18.187364092579728,0.7255767134157096,0.610595214299786,4594.0,0.09265085511455308,0.10336658975844944,0.011191166881412418,0.5940663557273627,0.2559968153239707,0.9683946662494362,0.013811549077147878,9.403730648565931,0.06021339329491937,0.8359540207533103,0.04584573011433912,9.904337744536235,0.04085695594559624,37.02085623853636,0.49685038850360286,3.546377053141785,0.061928116902525865,3.9622040975174957,0.2183722606084162,0.016502454915153397,0.0023712701725549477,1.0846961666195116,0.2165299291620193,-0.588009931937832,0.0754256438055112,0.981541320889248,0.007776422566542429,50.22976370035194,58.095382395382394,56.79723176399273,49.05317179875484,40.54540867810292
8,147.0,140.0,356.0,363.0,254.52578498343544,246.483831246885,252.61571152735604,245.46467862784954,0.7997610856571645,34109.0,34691.0,234.43437651518823,186.5274585883976,712.967604155647,0.8432168130705258,0.6057580337083702,208.3960835317489,0.7318428562233141,1.0485832482536548,0.7956489204402712,0.9832233144043123,0.16445800540090483,0.0013655385709452402,3.401964552231555e-05,2.0931877174366622e-07,-9.895404935888117e-14,6.429241907964904e-11,-5.49734387847896e-13,0.002241095507989972,2.722880484422677e-07,8.225988334011428e-11,3.495276941753065e-12,2.0084978679831568e-23,1.0957941244511223e-15,-5.576044605103617e-23,0.3019885,0.0025101,0.0052612,0.0112703,0.0343844,0.3025786,26.0,160.0,67.97815825735144,67.0,0.9781582573514385,16.717661833617726,21.0,10.0,0.535147162976629,0.7584223625072335,0.2323081152225377,1.6458017873344564,6.34848044816782,5.1692747017553495,2.4629109595229015,9.951850188708727,1.076814941947372,0.4209446522440774,5502.0,0.16130640007036265,0.09850676208017806,0.009639207587308518,0.9618000249936909,0.526452290530648,0.970941643414997,0.01605651857185686,16.559099102614866,0.08862368899843887,0.790148902021564,0.061628257062086855,12.069296500717243,0.055445380675495315,65.27459638546571,0.8809470465243407,3.817099440215142,0.040317008052147774,4.431013584675009,0.2895893699872971,0.014335800892861602,0.002652932459804509,1.3149056650782014,0.2948038252369174,-0.5510093190109696,0.09125318462965748,0.9827176307100732,0.009790065834534123,57.554967857433475,71.45125901159753,73.24466990148508,78.12062637631514,80.89493019838355
9,103.0,134.0,408.0,371.0,252.37755742437554,262.1836862773225,257.095964430727,262.01121502366493,1.233973288682991,55769.0,58368.0,311.42752222821036,240.40829915780438,976.541197284454,0.734888721252846,0.635676142467046,266.47194255743943,0.7715155288095732,0.9954026829348932,0.771955854889524,0.9554721765350878,0.1734647069890428,0.0019290608675935658,0.0005820722385081,2.4682219778783658e-05,2.84667367091528e-09,7.631041264984972e-07,8.055413462137398e-10,0.004062191083729314,1.0038736152357735e-06,7.812186407113972e-09,1.452748269147114e-10,-7.756197360544304e-21,-1.0014523415105954e-15,1.5457020084934618e-19,0.4350186,0.001136,0.0052101,0.0287088,0.0731922,0.1832846,15.0,125.0,40.94647564058886,39.0,1.946475640588858,11.020990528981645,14.0,7.0,0.9254869583485399,1.8292098138656616,0.2926490243988058,1.405340896372458,3.8250828794172778,3.4181258515968227,2.8150413203581004,14.233739676558582,0.6110764946559354,0.6826874219056192,4131.0,0.07407340995893776,0.12574489264233243,0.013903378345181502,0.4718502976113781,0.24373002988288056,0.9592849141993915,0.021248163890958627,5.7980362545775845,0.03391014217038624,0.8566845436941404,0.043189863729401146,7.6334208477608385,0.030160842091557782,22.720294720698952,0.3793705985644138,3.3166817366602226,0.07287522779163247,3.6847515082133273,0.22629919189084546,0.01765309778859354,0.0024983411287260553,1.0062467069052026,0.22813136394269296,-0.5966405116566523,0.08412324109127933,0.9781844548973424,0.009633001491781923,36.861854541836635,43.879917980264004,43.21146085552865,43.57217651458489,38.03415730337078
