Label,Identifier.Xmin,Identifier.Ymin,Identifier.Xmax,Identifier.Ymax,Identifier.CentroidX,Identifier.CentroidY,Identifier.WeightedCentroidX,Identifier.WeightedCentroidY,Orientation.Orientation,Size.Area,Size.ConvexHullArea,Size.MajorAxisLength,Size.MinorAxisLength,Size.Perimeter,Shape.Circularity,Shape.Eccentricity,Shape.EquivalentDiameter,Shape.Extent,Shape.FractalDimension,Shape.MinorMajorAxisRatio,Shape.Solidity,Shape.HuMoments1,Shape.HuMoments2,Shape.HuMoments3,Shape.HuMoments4,Shape.HuMoments5,Shape.HuMoments6,Shape.HuMoments7,Shape.WeightedHuMoments1,Shape.WeightedHuMoments2,Shape.WeightedHuMoments3,Shape.WeightedHuMoments4,Shape.WeightedHuMoments5,Shape.WeightedHuMoments6,Shape.WeightedHuMoments7,Shape.FSD1,Shape.FSD2,Shape.FSD3,Shape.FSD4,Shape.FSD5,Shape.FSD6,Nucleus.Intensity.Min,Nucleus.Intensity.Max,Nucleus.Intensity.Mean,Nucleus.Intensity.Median,Nucleus.Intensity.MeanMedianDiff,Nucleus.Intensity.Std,Nucleus.Intensity.IQR,Nucleus.Intensity.MAD,Nucleus.Intensity.Skewness,Nucleus.Intensity.Kurtosis,Nucleus.Intensity.HistEnergy,Nucleus.Intensity.HistEntropy,Nucleus.Gradient.Mag.Mean,Nucleus.Gradient.Mag.Std,Nucleus.Gradient.Mag.Skewness,Nucleus.Gradient.Mag.Kurtosis,Nucleus.Gradient.Mag.HistEntropy,Nucleus.Gradient.Mag.HistEnergy,Nucleus.Gradient.Canny.Sum,Nucleus.Gradient.Canny.Mean,Nucleus.Haralick.ASM.Mean,Nucleus.Haralick.ASM.Range,Nucleus.Haralick.Contrast.Mean,Nucleus.Haralick.Contrast.Range,Nucleus.Haralick.Correlation.Mean,Nucleus.Haralick.Correlation.Range,Nucleus.Haralick.SumOfSquares.Mean,Nucleus.Haralick.SumOfSquares.Range,Nucleus.Haralick.IDM.Mean,Nucleus.Haralick.IDM.Range,Nucleus.Haralick.SumAverage.Mean,Nucleus.Haralick.SumAverage.Range,Nucleus.Haralick.SumVariance.Mean,Nucleus.Haralick.SumVariance.Range,Nucleus.Haralick.SumEntropy.Mean,Nucleus.Haralick.SumEntropy.Range,Nucleus.Haralick.Entropy.Mean,Nucleus.Haralick.Entropy.Range,Nucleus.Haralick.DifferenceVariance.Mean,Nucleus.Haralick.DifferenceVariance.Range,Nucleus.Haralick.DifferenceEntropy.Mean,Nucleus.Haralick.DifferenceEntropy.Range,Nucleus.Haralick.IMC1.Mean,Nucleus.Haralick.IMC1.Range,Nucleus.Haralick.IMC2.Mean,Nucleus.Haralick.IMC2.Range
0,131.0,126.0,368.0,372.0,242.845203861559,238.0254955325049,244.79273559768149,237.34502618916588,-0.6771366678768189,38948.0,40390.0,277.4409675799561,187.5413942189442,799.7371567773473,0.7652449577206394,0.7369303864038086,222.68842311252985,0.6680388322870571,1.078164247260352,0.6759686424640815,0.9642980935875216,0.17995992258474072,0.004499641686261655,0.0008551662715312575,3.330977244741188e-05,1.890640085371089e-09,2.408811783231885e-07,5.294449056917878e-09,3.414704742390464,1.512181487873006,5.3296931227387265,0.08429455769894503,0.0038429143965399435,-0.004335287212692459,0.056369413673238694,0.257021,0.0013026,0.0075999,0.0401838,0.0460239,0.2781557,0.0313725508749485,0.11764705926179886,0.05521359294652939,0.054901961237192154,0.0003116317093372345,0.010595656931400299,0.0156862773001194,0.00784313678741455,0.8654428225674765,1.0932812655303845,0.22241989854377905,1.6573086053545245,0.004084115382283926,0.0047040460631251335,5.532949259443904,40.09953119765851,0.4262540093349238,0.8076944316957361,519.0,0.01332545958714183,0.3001308974082537,0.013218718999798595,0.11171749752682646,0.03917857150063894,0.932120758050661,0.023963183804131094,0.8230406373965453,0.0019481277031951905,0.952611930007362,0.01396421386296609,2.2871576452204074,0.009167493281144967,3.180445052059355,0.046971082313421064,1.9322441691053216,0.05243320049008071,2.064344820600405,0.09794031189472818,0.025088251822112762,0.0013228258179363364,0.47321573168371356,0.10347059052776297,-0.7209524437933467,0.06046518651603905,0.9499274805093687,0.010111069146895635
1,131.0,122.0,366.0,372.0,246.30633991652482,245.78872385571384,247.08981152505737,246.9493363840318,0.300553829339875,42887.0,43294.0,246.5495685324554,222.6856462654426,788.5067093990477,0.8668116621029708,0.4292022249450461,233.67803567099952,0.7299914893617021,1.0883671937391413,0.9032084200793425,0.9905991592368457,0.16085233694971343,0.00026630145843918644,3.133751973328108e-05,9.941792397755498e-08,1.4553308747968465e-13,1.6062821874200394e-09,-9.804894032822509e-14,1.6118611988852705,0.02156447644735031,0.039891401521142934,0.003680869936114054,2.1054715376767514e-05,-0.00023238297613204387,-3.9320965667045333e-05,0.4317755,0.0028413,0.0076915,0.0215009,0.0512395,0.2038825,0.054901961237192154,0.21176470816135406,0.10151127725839615,0.10196078568696976,-0.0004495084285736084,0.020481886342167854,0.027450978755950928,0.011764705181121826,0.39975716013717427,0.26218871579809555,0.2127589887143315,1.6937069663273574,0.006748419255018234,0.007228103466331959,5.58107715141215,40.78709445910709,0.5133024189469367,0.7433250417731166,483.0,0.011262154032690559,0.22662562738822806,0.013793685275714535,0.19582297869466955,0.06364096646231521,0.9579944170242126,0.013868083670460218,2.331779146865604,0.012382841834480018,0.9337243959187962,0.01808249549224672,4.598732693890863,0.019322610890732506,9.131293608767749,0.1131723338002324,2.429399593127224,0.07595022610325275,2.560085149131317,0.11266892928445005,0.023372569705909278,0.0016010365333998418,0.6022146875477222,0.1139965133549935,-0.690969515703443,0.0570825450477358,0.9660285742132673,0.007743079760943794
2,147.0,160.0,353.0,339.0,245.095585143658,248.60231254379818,241.79186795887037,246.2070824376185,1.2899214912064112,28540.0,28803.0,207.62214542753034,175.8934984271805,639.4701294725885,0.8770478882571278,0.5313046830895679,190.62595994969192,0.7739870911753539,1.0234615305387076,0.847180815249669,0.9908690067006909,0.16215285139471597,0.0007101030379223185,7.291576964608806e-05,4.670263158466232e-07,8.895709718211577e-13,2.1462875283057323e-09,-2.57608471005723e-12,1.6150002198459301,0.057062116112643946,0.05873085645877344,0.0036612920512576336,3.113148376987928e-05,0.0008726265915609512,4.374164632787868e-05,0.4416024,0.0008403,0.0015925,0.0732221,0.0929541,0.1147337,0.0470588244497776,0.239215686917305,0.09685862809419632,0.0941176488995552,0.0027409791946411133,0.01969989947974682,0.023529410362243652,0.011764705181121826,0.828565002623787,2.007847600199116,0.2892025821957061,1.432922364104122,0.007742756512016058,0.00751737505197525,4.358984115653236,28.37630880329187,0.570211665639659,0.7139650174406985,428.0,0.014996496145760336,0.2457927551890103,0.01804580348432791,0.220580237138667,0.07366482254886014,0.9433002484022814,0.019429178750837273,1.9464283496000447,0.017318776764813748,0.9170460759311415,0.024190666449703024,4.656076825730343,0.02323181645603878,7.565133161261509,0.14293992960811153,2.411708067065839,0.085107103778439,2.578170350807649,0.1346828275641414,0.021883235542880623,0.0019936416303416617,0.7017481748097967,0.1396391712599081,-0.6229261932783918,0.07206696260761136,0.9504723367370087,0.0139113433493806
3,173.0,155.0,326.0,346.0,251.48402732896315,254.4978303019112,248.62503408675605,252.67308261731313,-0.2631965282046605,21662.0,21940.0,188.84530654909506,147.39472222159898,566.2569260369921,0.8489485315863732,0.6251494307664678,166.0750282795493,0.7412654416042158,1.020511839282522,0.7805050859618798,0.9873290793072015,0.16557726071116474,0.001617048606030125,0.00013094013885828266,2.4133758788101743e-06,3.1604423021674646e-11,5.890646421157793e-08,-2.9012252350157437e-11,1.5630482928173213,0.14701777431311736,0.11302923519297281,0.001249915779887802,-3.6531388870400993e-06,-0.00042432672999098025,-1.4400353550605956e-05,0.4293037,0.0023688,0.0017487,0.0357404,0.1184422,0.1381525,0.054901961237192154,0.23137255012989044,0.10667619854211807,0.10196078568696976,0.004715412855148315,0.019745048135519028,0.023529410362243652,0.011764705181121826,1.0106600809883999,2.2603917079187683,0.2859005507611545,1.4852881154183861,0.007654333021491766,0.008861358277499676,5.290270186001203,35.22143611243936,0.540188101200453,0.742545549671355,364.0,0.016803619241067307,0.25513078489421237,0.016201333368429938,0.2519580722513237,0.10288351418625521,0.9487300250439148,0.021394675177181632,2.458822761268862,0.023134960402850346,0.9261976676567663,0.021213995881109504,4.9289973961978895,0.031281400391347525,9.583332972824127,0.1954233557976366,2.3368654249223644,0.08082566578822048,2.490446726978379,0.12941662607863424,0.022791552103771862,0.0018040985249964288,0.6613198047329545,0.14131990229873892,-0.6474115399736128,0.0703892990707119,0.953140241387356,0.012468839313607982
4,153.0,112.0,348.0,394.0,249.41883004499826,253.58599119814073,252.32167913184884,245.55485899193548,-0.27098913655976664,40446.0,40858.0,290.127227607678,178.57395744100378,790.080302527855,0.8142222620262414,0.7881351387629428,226.93048853417292,0.7355155482815058,1.0075390751139304,0.6155022364273885,0.989916295462333,0.1793478750609746,0.006527781286807418,6.392617838010002e-05,2.5936488905232492e-06,-3.10060596286974e-11,-2.041223168286161e-07,-1.2408752966491884e-11,1.545005823554324,0.4747718831124853,0.041760054431204535,0.012095117826124265,0.00016629483036943328,0.0076971661865961735,-0.0002150279032191265,0.4623941,0.0003877,0.0033484,0.0356818,0.1030728,0.1361559,0.04313725605607033,0.24313725531101227,0.1136527881026268,0.11372549086809158,-7.270276546478271e-05,0.030339768156409264,0.043137259781360626,0.023529410362243652,0.3737069965119453,-0.360794587359893,0.17788651785521273,1.8345843999436964,0.007485410664230585,0.00726406229659915,4.616721561672489,32.574056373062795,0.5544845786741962,0.714669885750884,605.0,0.014958215892795333,0.17642937742943365,0.014047802053423125,0.19636992794260777,0.07469094566359,0.9684152807656109,0.012170319864779677,3.1097952948910588,0.016885706907067366,0.9264462321539513,0.024013017099911438,5.1631778640584365,0.02560075857948263,12.242811251621628,0.14223377329185283,2.805622293650961,0.10608618835285188,2.958953836101759,0.15437149143058937,0.02267371672972166,0.0020485399746826595,0.6466713754172357,0.1499892231483949,-0.7049319356865892,0.06628923942583753,0.9799943553452992,0.006023027203327702
5,109.0,142.0,386.0,356.0,247.1395508599043,245.96408774340267,251.0180730397838,245.2977383869199,-1.2808922069149702,42214.0,42973.0,282.26558788944016,192.78094692159885,805.7787873376899,0.8170238034572691,0.7304397386471475,231.83730101398731,0.7121360369783056,0.984478812505866,0.6829771505731995,0.9823377469573918,0.17298519981901678,0.0039611047927034255,0.00010357282674736519,3.178017393385934e-06,-3.3386881147122405e-11,-1.1608292941009373e-07,-4.700772932545667e-11,1.0866109121607654,0.15313749709923,0.025016413671848668,0.0009909258983725332,3.8456746748985644e-06,-3.845413626675894e-05,3.090688651256102e-06,0.0026691,0.0062659,0.0091566,0.0085575,0.1853213,0.3023667,0.07450980693101883,0.35686275362968445,0.1660236418247223,0.16470588743686676,0.0013177543878555298,0.03717146813869476,0.05098038911819458,0.027450978755950928,0.4777799434823719,0.34284167670739985,0.20900179045845968,1.6901122106641489,0.010397026315331459,0.011413236148655415,5.45473074300349,40.07487002959474,0.48598875927519786,0.7645930521491782,770.0,0.01824039418202492,0.15410241031165023,0.012437345966602759,0.35754216196952293,0.1453717093364572,0.9721007079737533,0.011462215455685154,6.4098086266964245,0.028968108135197568,0.898481374100602,0.02873652290739037,7.281449020803867,0.03156518320848534,25.281692344816165,0.26124414187722067,3.0836324225361196,0.08892202245931635,3.2931766196605428,0.15988594976064263,0.020412427598954966,0.0020975608409415057,0.7884134864124619,0.15545315238947754,-0.6661054518464746,0.06268424504773751,0.9814154029189357,0.005742963966106296
6,177.0,160.0,323.0,342.0,258.27124107759613,247.77453373244302,256.5920419908295,243.120450029253,0.10730902283440726,21715.0,21961.0,187.00751443302246,153.6520339997967,575.2619766708755,0.8245905611618568,0.5700130852135796,166.27807045405615,0.8172136083094987,1.0185528003375384,0.8216356142994876,0.9887983243021721,0.16860683285370648,0.0010695864705818252,0.0005436464742018658,1.2268972090043138e-05,-7.075421065996589e-10,-2.8101920629849874e-07,-7.095077669479918e-10,1.6232222462018415,0.0906228895767849,0.5290593020045912,0.03542168200610829,0.003975384658371795,0.004652536363583402,-0.002776603192298335,0.51567,0.0003273,0.0021303,0.0052834,0.1197866,0.1282644,0.0470588244497776,0.24313725531101227,0.10483817756175995,0.10196078568696976,0.0028773918747901917,0.023041855543851852,0.027450978755950928,0.0156862735748291,0.8970776218759138,1.4458571596193837,0.2513153309130076,1.5619729203027946,0.008947175927460194,0.009775117971003056,4.759590646765003,30.795762487241106,0.5356593401525379,0.7493218837865131,418.0,0.01924936679714483,0.21036371334209572,0.01912468705500936,0.3358954608364546,0.13473750180487676,0.9193317908834915,0.03356367171013508,2.084744604221295,0.03338333156129014,0.8993949435982127,0.029107632647721093,5.323094870698641,0.03287640511571244,8.003082956048726,0.2682708280500279,2.616366362445148,0.0936665659985314,2.8410582114907807,0.16098818215121913,0.020555810283865692,0.002147458805495127,0.8023351061603238,0.1624432259492633,-0.5812435796227609,0.08242710425539068,0.9500211011732345,0.017008741838093977
7,137.0,101.0,358.0,393.0,243.17249515972895,246.13211923201033,244.8838785366849,247.48258419432918,-0.24305507973145526,49584.0,50063.0,295.32021574399226,214.81407999646785,855.6366517139589,0.8510844658933701,0.686220320628151,251.26143672706385,0.7683629827062542,0.9787417994352089,0.7273937527618708,0.9904320556099315,0.16809746943546183,0.0026798095015657204,5.6579466514659004e-05,1.889230378786641e-06,1.8043275866241665e-11,8.217770905602608e-08,7.480437529835964e-12,1.6972226289701533,0.2785094278319016,0.06720323285711415,0.004233142531832935,-5.575850671448488e-06,-0.002053037333303439,-7.11804993953134e-05,0.4594153,0.0006809,0.0071573,0.0351847,0.1516358,0.0913976,0.05098039284348488,0.2078431397676468,0.10214404761791229,0.10196078568696976,0.0001832619309425354,0.020238107070326805,0.027450978755950928,0.0156862735748291,0.44085396131537746,0.016184082069651495,0.21213426329845864,1.6693622255324332,0.006982909049838781,0.007399404887109995,5.788832240811888,46.582818032966344,0.4058171686424165,0.8121813997460485,537.0,0.010830106485963213,0.2118998542842121,0.015586389522755595,0.22650220630972143,0.07845817676599298,0.9481615736800433,0.018304363923317135,2.1857089734669977,0.015165825635341967,0.9188642159075873,0.021671389709681743,4.863717505392515,0.01969719052716723,8.516333687558262,0.1391214793073665,2.49863831134021,0.08106306306605537,2.6656628421698807,0.12749860259539947,0.02200818049597938,0.0017729354066293515,0.6848342539304542,0.12792531168877064,-0.6419532865903668,0.06505129209827165,0.9589262807767426,0.010750454880706473
8,147.0,140.0,356.0,363.0,254.52578498343544,246.483831246885,251.70170510388942,247.4506247906329,0.7997610856571645,34109.0,34691.0,234.43437651518823,186.5274585883976,712.967604155647,0.8432168130705258,0.6057580337083702,208.3960835317489,0.7318428562233141,1.0485832482536548,0.7956489204402712,0.9832233144043123,0.16445800540090483,0.0013655385709452402,3.401964552231555e-05,2.0931877174366622e-07,-9.895404935888117e-14,6.429241907964904e-11,-5.49734387847896e-13,1.329230675887869,0.09357294467200518,0.015517110976554848,0.0006399162700465667,2.0150930666941524e-06,-0.00011451100249119031,7.430455282522764e-08,0.3019885,0.0025101,0.0052612,0.0112703,0.0343844,0.3025786,0.062745101749897,0.3019607961177826,0.12327700853347778,0.12156862765550613,0.0017083808779716492,0.023726055398583412,0.0313725546002388,0.0156862735748291,0.9431396888760469,2.0185472985098976,0.2922794645643001,1.4192420764829918,0.009441109374165535,0.009917792864143848,5.07094964059456,36.70106746409651,0.42094237868428325,0.8111962891708941,642.0,0.018822011785745697,0.21027851752562354,0.017819695647272815,0.3024832675093768,0.11885931706559505,0.9544791678769249,0.018162126610790863,3.3240211300810056,0.020328131498378532,0.9087457244529666,0.02789507765564314,5.59199080559123,0.025449477750633775,12.993601252814644,0.20017184305911329,2.5709992714912735,0.0866996577778103,2.766556540487447,0.15180769541582073,0.021242519956167855,0.002172864558934732,0.7470019625049876,0.158027287979139,-0.6261616661555638,0.07430874069246274,0.9593957284456067,0.012615759827042439
9,103.0,134.0,408.0,371.0,252.37755742437554,262.1836862773225,258.9176479892683,262.2639696431446,1.233973288682991,55769.0,58368.0,311.42752222821036,240.40829915780438,976.541197284454,0.734888721252846,0.635676142467046,266.47194255743943,0.7715155288095732,0.9954026829348932,0.771955854889524,0.9554721765350878,0.1734647069890428,0.0019290608675935658,0.0005820722385081,2.4682219778783658e-05,2.84667367091528e-09,7.631041264984972e-07,8.055413462137398e-10,1.5023796000467775,0.12120144389468865,0.38140958062248803,0.0028939425796092036,-1.7072096984654006e-05,-0.0009203992889765084,-9.461803791971704e-05,0.4350186,0.001136,0.0052101,0.0287088,0.0731922,0.1832846,0.04313725605607033,0.23529411852359772,0.1150062084197998,0.11372549086809158,0.0012807175517082214,0.02539563737809658,0.0313725546002388,0.0156862810254097,0.542487282519595,0.4278947141573064,0.2193749970839723,1.6848731417128389,0.0071799010038375854,0.008019587025046349,5.924157985367015,48.15006109633583,0.33914928317058696,0.8561873016124735,630.0,0.01129659846868332,0.19780090057473063,0.015347419999399897,0.2415272807146884,0.10061021295839367,0.9564399768150817,0.01842444926226583,2.773946629063353,0.019039670763127958,0.9235700051357847,0.022884969042913594,5.486883508562402,0.021207661317276916,10.85425923553873,0.1767688960108984,2.651193368568679,0.0920759189059388,2.819821197628188,0.14475224145752819,0.02244773696895743,0.001922738459278435,0.6644917015633628,0.14191032712442264,-0.6729247691201949,0.06783661507636374,0.9710320379218019,0.008399634592266891
